357;Pestki dyni;596;29;46.7;15;100;jedzenie;unconfirmed
358;Pedy bambusa;34;2.6;0.3;5.2;100;jedzenie;unconfirmed
359;Pedy bambusa. konserwa. odsaczone;23;1.7;0.4;3.2;100;jedzenie;unconfirmed
360;Pieczarka suszona;331;19.1;2.1;49.3;100;jedzenie;unconfirmed
361;Pieczarka swieza;24;2.6;0.4;2.5;100;jedzenie;unconfirmed
362;Pieczywo chrupkie pszenne Wasa;360;12;2.2;73;100;jedzenie;unconfirmed
363;Pierogi leniwe mrozone;157;7.3;0.8;30.2;100;jedzenie;unconfirmed
364;Pierogi ruskie mrozone;215;7.2;3.8;37.9;100;jedzenie;unconfirmed
365;Pierogi z kapusta i grzybami mrozone;209;5;5.7;34.5;100;jedzenie;unconfirmed
366;Pierogi z miesem mrozone;255;10.5;8.2;34.8;100;jedzenie;unconfirmed
367;Pierogi z serem mrozone;198;10.9;1;36.4;100;jedzenie;unconfirmed
368;Pierogi z truskawkami mrozone;194;4.3;0.8;42.4;100;jedzenie;unconfirmed
369;Piernik czekoladowy;317;4.9;11.8;74.3;100;jedzenie;unconfirmed
370;Piersi bez skory indycze;109;21.3;2.6;0;100;jedzenie;unconfirmed
371;Piersi bez skory z kurczaka;100;21.5;1.3;0;100;jedzenie;unconfirmed
372;Piersi ze skora z kurczaka;155;19.3;8.6;0;100;jedzenie;unconfirmed
373;Pietruszka korzen;83;2.6;0.5;17.1;100;jedzenie;unconfirmed
374;Pietruszka liscie ;60;3.7;1;9;100;jedzenie;unconfirmed
375;Pikling;216;21.8;14.3;0;100;jedzenie;unconfirmed
376;Piwo bezalkoholowe;27;0.2;0;5.2;100;jedzenie;unconfirmed
377;Piwo ciemne pelne;42;0.4;0;4.6;100;jedzenie;unconfirmed
378;Piwo jasne mocne;64;7;0;5.4;100;jedzenie;unconfirmed
379;Piwo jasne pelne;49;0.5;0;3.8;100;jedzenie;unconfirmed
380;Pizza z pieczarkami i cebula;296;12;13.3;32.1;100;jedzenie;unconfirmed
381;Pizza z szynka;223;9.8;2.5;40.2;100;jedzenie;unconfirmed
382;Planta. tluszcz roslinny;900;0;100;0;100;jedzenie;unconfirmed
383;Platki jeczmienne;389;9.8;3.6;79.4;100;jedzenie;unconfirmed
384;Platki kukurydziane;385;6.9;2.5;83.6;100;jedzenie;unconfirmed
385;Platki kukurydziane Nestle Corn Flakes ;370;7.3;0.8;83.3;100;jedzenie;unconfirmed
386;Platki owsiane;390;11.9;7.2;69.3;100;jedzenie;unconfirmed
387;Platki pszenne;387;9;3;81;100;jedzenie;unconfirmed
388;Platki zytnie;385;6.4;3.2;82.6;100;jedzenie;unconfirmed
389;Poledwica wolowa ;112;20.1;3.5;0;100;jedzenie;unconfirmed
390;Pomidor;29;0.9;0.5;5.2;100;jedzenie;unconfirmed
391;Por;47;1.7;0.1;9.9;100;jedzenie;unconfirmed
392;Pomarancza;51;0.9;0.2;11.3;100;jedzenie;unconfirmed
393;Popcorn bez tluszczu;397;12;4.2;77.9;100;jedzenie;unconfirmed
394;Popcorn z tluszczem;518;9;28.1;57.1;100;jedzenie;unconfirmed
395;Porzeczki biale;63;0.4;0.4;14.5;100;jedzenie;unconfirmed
396;Porzeczki czarne;84;1.5;0.9;17.4;100;jedzenie;unconfirmed
397;Porzeczki czerwone;64;1.3;0.4;13.8;100;jedzenie;unconfirmed
398;Powidla sliwkowe;218;1;0.2;53;100;jedzenie;unconfirmed
399;Poziomki;41;0.8;0.5;8.3;100;jedzenie;unconfirmed
400;Precelki;385;9.1;3.5;79.5;100;jedzenie;unconfirmed
401;Prince Polo. wafel;534;4.8;31.5;57.5;100;jedzenie;unconfirmed
402;Princessa. wafel ;562;4.1;34.6;58.4;100;jedzenie;unconfirmed
403;Przyprawa do zup Maggi;17;2.7;0;1.5;100;jedzenie;unconfirmed
404;Pstrag swiezy;96;19.2;2.1;0;100;jedzenie;unconfirmed
405;Ptys z bita smietana. ciastko;352;5.4;25.2;25.8;100;jedzenie;unconfirmed
406;Pyzy z miesem mrozone;169;5.2;4.9;26.2;100;jedzenie;unconfirmed
407;Pyzy ziemniaczane mrozone;140;1.7;0.5;32.2;100;jedzenie;unconfirmed
408;Rabarabar;18;0.5;0.1;3.8;100;jedzenie;unconfirmed
409;Raffaello. czekoladki;600;9.7;46.6;35.4;100;jedzenie;unconfirmed
410;Rama Classic. margaryna;631;0;70;0.2;100;jedzenie;unconfirmed
411;Red Bull. napoj;45;0;0;11.3;100;jedzenie;unconfirmed
412;Rodzynki;298;2.3;0.5;71.2;100;jedzenie;unconfirmed
413;Rostbef wolowy;152;21.5;7.3;0;100;jedzenie;unconfirmed
414;Rozbratel wolowy;158;16.7;10.1;0;100;jedzenie;unconfirmed
415;Ryz bialy;349;6.7;0.7;78.9;100;jedzenie;unconfirmed
416;Ryz brazowy ;353;7.1;1.9;76.8;100;jedzenie;unconfirmed
417;Ryz dziki amerykanski;351;13.8;0.4;73;100;jedzenie;unconfirmed
418;Ryz preparowany;376;6.3;1.6;84.1;100;jedzenie;unconfirmed
419;Rzezucha;15;2.3;0.1;1.3;100;jedzenie;unconfirmed
420;Rzodkiewka;21;0.8;0.4;3.6;100;jedzenie;unconfirmed
421;Salceson czarny;340;12.6;32;0.5;100;jedzenie;unconfirmed
422;Salceson wloski;322;14.6;29.3;0;100;jedzenie;unconfirmed
423;Salata;20;1.4;0.3;2.9;100;jedzenie;unconfirmed
424;Sandacz swiezy;80;18.3;0.3;0.9;100;jedzenie;unconfirmed
425;Sardynki w oleju. konserwa;202;24;11.5;0;100;jedzenie;unconfirmed
426;Sardynki w sosie pomidorowym. konserwa;163;17;9.9;1.4;100;jedzenie;unconfirmed
427;Sarnina;102;20.8;1.9;0.4;100;jedzenie;unconfirmed
428;Schab surowy wieprzowy ;174;21;10;0;100;jedzenie;unconfirmed
429;Schab wedzony;136;25;4;0;100;jedzenie;unconfirmed
430;Seler korzen;61;1.3;0.2;13.6;100;jedzenie;unconfirmed
431;Ser Feta;216;17;16;1;100;jedzenie;unconfirmed
432;Ser plesniowy Brie pelnotlusty;293;18;24.5;0;100;jedzenie;unconfirmed
433;Ser plesniowy Rokpol pelnotlusty;354;22.6;29.3;0;100;jedzenie;unconfirmed
434;Ser podpuszczkowy Brie pelnotlusty;332;19.8;28;0.2;100;jedzenie;unconfirmed
435;Ser podpuszczkowy Camembert tlusty;263;19.3;19.8;1.9;100;jedzenie;unconfirmed
436;Ser podpuszczkowy Cheddar pelnotlusty;382;27.1;29.3;2.5;100;jedzenie;unconfirmed
437;Ser podpuszczkowy Ementaler pelnotlusty;383;28.8;29.7;0.1;100;jedzenie;unconfirmed
438;Ser podpuszczkowy Ementaler tlusty;330;28.8;23.2;1.5;100;jedzenie;unconfirmed
439;Ser podpuszczkowy Gouda tlusty;314;27.9;22;1;100;jedzenie;unconfirmed
440;Ser podpuszczkowy Mozarella tlusty;224;20;16;0;100;jedzenie;unconfirmed
441;Ser podpuszczkowy Mysliwski pelnotlusty;349;25.5;27.4;0.1;100;jedzenie;unconfirmed
442;Ser podpuszczkowy Parmezan;408;35.1;29.7;0.1;100;jedzenie;unconfirmed
443;Ser podpuszczkowy Salami pelnotlusty;354;25.2;28.1;0.1;100;jedzenie;unconfirmed
444;Ser podpuszczkowy Salami tlusty;329;29.5;22.1;3.1;100;jedzenie;unconfirmed
445;Ser podpuszczkowy Tylzycki pelnotlusty;356;26.1;27.9;0.1;100;jedzenie;unconfirmed
446;Ser podpuszczkowy Tylzycki tlusty;327;27.8;23;2.1;100;jedzenie;unconfirmed
447;Ser topiony tlusty;222;18;16;1.6;100;jedzenie;unconfirmed
448;Ser twarogowy chudy;98;19.8;0.5;3.5;100;jedzenie;unconfirmed
449;Ser twarogowy poltlusty;132;18.7;4.7;3.7;100;jedzenie;unconfirmed
450;Ser twarogowy pelnotlusty;176;17.7;10.1;3.5;100;jedzenie;unconfirmed
451;Serca wieprzowe;111;16.9;4.8;0;100;jedzenie;unconfirmed
452;Serdelki drobiowe;239;13.9;19.5;1.9;100;jedzenie;unconfirmed
453;Serek Fromage naturalny ;384;10.2;37.1;2.4;100;jedzenie;unconfirmed
454;Serek homogenizowany truskawkowy;167;15.3;3.9;17.7;100;jedzenie;unconfirmed
455;Serek homogenizowany waniliowy;158;16.8;4.2;13.3;100;jedzenie;unconfirmed
456;Serek twarogowy ziarnisty;101;12.3;4.3;3.3;100;jedzenie;unconfirmed
457;Sernik;273;10;9;38;100;jedzenie;unconfirmed
458;Sernik z rodzynkami. ciasto;342;14.6;13.9;39.6;100;jedzenie;unconfirmed
459;Serwatka plynna;25;0.8;0.1;5.1;100;jedzenie;unconfirmed
460;Sezamki;511;13.4;25.8;56.2;100;jedzenie;unconfirmed
461;Skrobia kukurydziana;367;0.3;0.1;91.3;100;jedzenie;unconfirmed
462;Skrzydlo bez skory indycze;169;16.5;11.4;0;100;jedzenie;unconfirmed
463;Slonecznik ziarno;580;22.5;49;12.3;100;jedzenie;unconfirmed
464;Slonina;811;2.4;89;0;100;jedzenie;unconfirmed
465;Smalec;896;0;99.5;0;100;jedzenie;unconfirmed
466;Snickers. baton;509;9.7;28.9;52.6;100;jedzenie;unconfirmed
467;Soczewica. suche ziarno;347;25;1;59.5;100;jedzenie;unconfirmed
468;Soja. suche ziarno;442;34.9;18.1;34.8;100;jedzenie;unconfirmed
469;Sola swieza;83;17.5;1.4;0;100;jedzenie;unconfirmed
470;Sok ananasowy;48;0.3;0.1;11.4;100;jedzenie;unconfirmed
471;Sok grejfrutowy;35;0.6;0.2;7.8;100;jedzenie;unconfirmed
472;Sok jablkowy;45;0.4;0.4;10;100;jedzenie;unconfirmed
473;Sok marchwiowy;48;0.4;0.1;11.3;100;jedzenie;unconfirmed
474;Sok pomaranczowy;45;0.5;0.1;10.5;100;jedzenie;unconfirmed
475;Sok pomidorowy;19;0.8;0.6;2.6;100;jedzenie;unconfirmed
476;Sok z czarnej porzeczki;45;0.3;0.3;10.2;100;jedzenie;unconfirmed
477;Sprite. napoj;42;0;0;10.5;100;jedzenie;unconfirmed
478;Syrop truskawkowy;262;0.2;0.1 ;62;100;jedzenie;unconfirmed
479;Szampan polslodki;97;0.2;0;7;100;jedzenie;unconfirmed
480;Szampan polwytrawny;83;0.1;0;3.4;100;jedzenie;unconfirmed
481;Szampan slodki;117;0.2;0;12;100;jedzenie;unconfirmed
482;Szczaw;39;1.1;0.8;3.9;100;jedzenie;unconfirmed
483;Szczupak swiezy;81;18.4;0.8;0;100;jedzenie;unconfirmed
484;Szczypiorek;39;4.1;0.8;3.9;100;jedzenie;unconfirmed
485;Szparagi;24;1.9;0.2;3.7;100;jedzenie;unconfirmed
486;Szpinak;26;2.6;0.4;3;100;jedzenie;unconfirmed
487;Szponder wolowy;218;19.3;15.7;0;100;jedzenie;unconfirmed
488;Szprot wedzony;243;19.3;18.3;0;100;jedzenie;unconfirmed
489;Szynka surowa wieprzowa;264;18;21.3;0;100;jedzenie;unconfirmed
490;Szynka wedzona gotowana;389;23;33;0;100;jedzenie;unconfirmed
491;smietana 12% tluszczu;134;2.7;12;3.9;100;jedzenie;unconfirmed
492;smietana 18% tluszczu;186;2.5;18;3.6;100;jedzenie;unconfirmed
493;smietanka do kawy 9% tluszczu ;54;2.8;9;4;100;jedzenie;unconfirmed
494;smietanka kremowa 30% tluszczu ;291;2.2;30;3.1;100;jedzenie;unconfirmed
495;sledz solony;218;19.8;15.4;0;100;jedzenie;unconfirmed
496;sledz swiezy;162;16.3;10.7;0;100;jedzenie;unconfirmed
497;sledz w oleju. konserwa;343;19.7;29.4;0;100;jedzenie;unconfirmed
498;sledz w pomidorach. konserwa;177;13.7;12.8;1.8;100;jedzenie;unconfirmed
499;sliwki;70;1;0.3;15.9;100;jedzenie;unconfirmed
500;sliwki suszone;311;4.9;0.9;70.8;100;jedzenie;unconfirmed
501;Teatralny. wafel ;546;8;31;58;100;jedzenie;unconfirmed
502;Tic Tac. drazetki;390;0;0;97.5;100;jedzenie;unconfirmed
503;Tluszcz roslinny Planta;900;0;100;0;100;jedzenie;unconfirmed
504;Toffifee. czekoladka;535;6;31;58;100;jedzenie;unconfirmed
505;Tran ;900;0;100;0;100;jedzenie;unconfirmed
506;Truskawki;36;0.7;0.5;7.2;100;jedzenie;unconfirmed
507;Tunczyk swiezy;97;22;1;0;100;jedzenie;unconfirmed
508;Tunczyk w oleju. konserwa;189;27.1;9;0;100;jedzenie;unconfirmed
509;Twix. baton;487;5.3;23.2;64.2;100;jedzenie;unconfirmed
510;Udo bez skory z kurczaka;125;17.8;6;0;100;jedzenie;unconfirmed
511;Udo ze skora z kurczaka;161;17.8;10;0;100;jedzenie;unconfirmed
512;Udziec barani;234;18;18;0;100;jedzenie;unconfirmed
513;Udziec cielecy;108;19.9;3.1;0;100;jedzenie;unconfirmed
514;Wafel Familijne;533;7.1;29.6;59.5;100;jedzenie;unconfirmed
515;Wafel Grzeski;550;8.5;34.5;51.2;100;jedzenie;unconfirmed
516;Wafel Kinder Bueno;532;5.5;35.5;47.6;100;jedzenie;unconfirmed
517;Wafel Prince Polo;534;4.8;31.5;57.5;100;jedzenie;unconfirmed
518;Wafel Princessa;562;4.1;34.6;58.4;100;jedzenie;unconfirmed
519;Wafel Teatralny;546;8;31;58;100;jedzenie;unconfirmed
520;Wasa. pieczywo chrupkie pszenne;360;12;2.2;73;100;jedzenie;unconfirmed
521;Watroba drobiowa;136;19.1;6.3;0.6;100;jedzenie;unconfirmed
522;Watroba wieprzowa;129;19.7;4.8;1.7;100;jedzenie;unconfirmed
523;Watroba wolowa;124;20;3.1;4;100;jedzenie;unconfirmed
524;Wermut. wino;104;0;0;7.9;100;jedzenie;unconfirmed
525;Wegorz swiezy;281;12.7;25.6;0;100;jedzenie;unconfirmed
526;Wegorz wedzony;329;17.9;28.6;0;100;jedzenie;unconfirmed
527;Whisky;225;0;0;0;100;jedzenie;unconfirmed
528;Wieprzowina. boczek;517;10.1;53;0;100;jedzenie;unconfirmed
529;Wieprzowina. golonka ze skora;297;18.6;24.7;0;100;jedzenie;unconfirmed
530;Wieprzowina. karkowka;270;16.1;22.8;0;100;jedzenie;unconfirmed
531;Wieprzowina. lopatka;259;16;21.7;0;100;jedzenie;unconfirmed
532;Wieprzowina. mieso bez kosci. srednio;264;18;21.3;0;100;jedzenie;unconfirmed
533;Wieprzowina. mieso z koscia. srednio;329;15.4;29.7;0;100;jedzenie;unconfirmed
534;Wieprzowina. schab surowy;174;21;10;0;100;jedzenie;unconfirmed
535;Wieprzowina. szynka surowa;264;18;21.3;0;100;jedzenie;unconfirmed
536;Wieprzowina. zeberka;324;15.2;29.3;0;100;jedzenie;unconfirmed
537;Wino biale polslodkie;92;0;0;4.4;100;jedzenie;unconfirmed
538;Wino biale polwytrawne;78;0;0;3.7;100;jedzenie;unconfirmed
539;Wino biale wytrawne ;73;0;0;2.4;100;jedzenie;unconfirmed
540;Wino czerwone polslodkie;96;0;0;5.5;100;jedzenie;unconfirmed
541;Wino czerwone slodkie;106;0.1;0;8.2;100;jedzenie;unconfirmed
542;Wino czerwone wytrawne;75;0;0;3;100;jedzenie;unconfirmed
543;Winogrona;74;0.5;0.2;17.6;100;jedzenie;unconfirmed
544;Wiorki kokosowe;606;5.6;62;6.4;100;jedzenie;unconfirmed
545;Wisnie;67;1.2;0.4;14.6;100;jedzenie;unconfirmed
546;Wolowina. mieso bez kosci. srednio;116;20.9;3.6;0;100;jedzenie;unconfirmed
547;Wolowina. mieso z koscia. srednio;149;18.6;8.3;0;100;jedzenie;unconfirmed
548;Wolowina. poledwica;112;20.1;3.5;0;100;jedzenie;unconfirmed
549;Wolowina. pieczen;116;20.9;3.6;0;100;jedzenie;unconfirmed
550;Wolowina. rostbef;152;21.5;7.3;0;100;jedzenie;unconfirmed
551;Wolowina. rozbratel;158;16.7;10.1;0;100;jedzenie;unconfirmed
552;Wolowina. szponder;218;19.3;15.7;0;100;jedzenie;unconfirmed
553;Wodka. srednio;225;0;0;0;100;jedzenie;unconfirmed
554;Zarodki pszenne;377;27.5;9.4;45.5;100;jedzenie;unconfirmed
555;Ziemniaki;87;1.7;0.1;19.9;100;jedzenie;unconfirmed
556;zeberka wieprzowe;324;15.2;29.3;0;100;jedzenie;unconfirmed
557;zoltko jaja kurzego;355;16.3;31.9;0.7;100;jedzenie;unconfirmed
558;zurawiny;51;0.4;0.1;12.2;100;jedzenie;unconfirmed
